tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,-0.6611903446156159,-1.8289936668840427,0.0,0.000196,0.000196,0.0
yellow,-0.4656766919371861,-2.6047344351403594,0.0,0.000196,0.000196,0.0
yellow,-0.2712776940255665,-3.380755665720311,0.0,0.000196,0.000196,0.0
yellow,-0.07409135484846714,-4.156072333205991,0.0,0.000196,0.000196,0.0
yellow,0.12966261217655684,-4.929687022353008,0.0,0.000196,0.000196,0.0
yellow,0.3407270471948316,-5.701340584760991,0.0,0.000196,0.000196,0.0
yellow,0.5560221780296564,-6.471825778825133,0.0,0.000196,0.000196,0.0
yellow,0.7722138731604793,-7.242060223672073,0.0,0.000196,0.000196,0.0
yellow,0.9865471738012346,-8.012813634035512,0.0,0.000196,0.000196,0.0
yellow,1.1988310613735451,-8.784134124012215,0.0,0.000196,0.000196,0.0
yellow,1.40958707069134,-9.55587357474941,0.0,0.000196,0.000196,0.0
yellow,1.619340571511767,-10.327886156269438,0.0,0.000196,0.000196,0.0
yellow,1.8286162112305535,-11.100028437512869,0.0,0.000196,0.000196,0.0
yellow,2.0379377381689103,-11.87215827870197,0.0,0.000196,0.000196,0.0
yellow,2.2478196130434833,-12.644135967323955,0.0,0.000196,0.000196,0.0
yellow,2.4584870873321125,-13.415899645437351,0.0,0.000196,0.000196,0.0
yellow,2.669783576348599,-14.187491358052796,0.0,0.000196,0.000196,0.0
yellow,2.881523575745991,-14.958961488834799,0.0,0.000196,0.000196,0.0
yellow,3.0935216421338234,-15.730360748303976,0.0,0.000196,0.000196,0.0
yellow,3.3055921103125545,-16.501740107936197,0.0,0.000196,0.000196,0.0
yellow,3.5175488876861305,-17.273150712803048,0.0,0.000196,0.000196,0.0
yellow,3.729192909630066,-18.04464717617773,0.0,0.000196,0.000196,0.0
yellow,3.940128853931878,-18.816337498997356,0.0,0.000196,0.000196,0.0
yellow,4.1498024879303355,-19.588371686848824,0.0,0.000196,0.000196,0.0
yellow,4.3576801950159085,-20.360891303658807,0.0,0.000196,0.000196,0.0
yellow,4.568607846485476,-21.13257852698544,0.0,0.000196,0.000196,0.0
yellow,4.7989041003249735,-21.898668114929887,0.0,0.000196,0.000196,0.0
yellow,5.0647390040026,-22.65305890895759,0.0,0.000196,0.000196,0.0
yellow,5.385662723046883,-23.385263703219806,0.0,0.000196,0.000196,0.0
yellow,5.786109567071249,-24.077106875011687,0.0,0.000196,0.000196,0.0
yellow,6.219679367450744,-24.749411884451018,0.0,0.000196,0.000196,0.0
yellow,6.690325306703591,-25.395773621520387,0.0,0.000196,0.000196,0.0
yellow,7.247448872407419,-25.96773871063236,0.0,0.000196,0.000196,0.0
yellow,7.8927068906242255,-26.438164787585983,0.0,0.000196,0.000196,0.0
yellow,8.618004155429988,-26.771071546199735,0.0,0.000196,0.000196,0.0
yellow,9.388266338288808,-26.983984211497603,0.0,0.000196,0.000196,0.0
yellow,10.18019489619303,-27.09274364625263,0.0,0.000196,0.000196,0.0
yellow,10.978799900681201,-27.08724069507316,0.0,0.000196,0.000196,0.0
yellow,11.741335864499023,-26.85900573550442,0.0,0.000196,0.000196,0.0
yellow,12.411563211179184,-26.429353544301414,0.0,0.000196,0.000196,0.0
yellow,12.985136043241864,-25.873328361980796,0.0,0.000196,0.000196,0.0
yellow,13.523559761224224,-25.281636474045882,0.0,0.000196,0.000196,0.0
yellow,14.066364922446505,-24.69396908187904,0.0,0.000196,0.000196,0.0
yellow,14.618804797284106,-24.115366549001774,0.0,0.000196,0.000196,0.0
yellow,15.18903666403428,-23.554487431623656,0.0,0.000196,0.000196,0.0
yellow,15.836448640621397,-23.090894454323607,0.0,0.000196,0.000196,0.0
yellow,16.605908324431205,-22.88739168986624,0.0,0.000196,0.000196,0.0
yellow,17.361630243945587,-23.085297797575457,0.0,0.000196,0.000196,0.0
yellow,18.04646150719865,-23.49855420844167,0.0,0.000196,0.000196,0.0
yellow,18.73147527812793,-23.911676376876834,0.0,0.000196,0.000196,0.0
yellow,19.435193403415102,-24.291976968829896,0.0,0.000196,0.000196,0.0
yellow,20.15693382391254,-24.63677738657317,0.0,0.000196,0.000196,0.0
yellow,20.895510894443266,-24.943801006978408,0.0,0.000196,0.000196,0.0
yellow,21.649521355389787,-25.210659321792797,0.0,0.000196,0.000196,0.0
yellow,22.417294977066668,-25.434910496383193,0.0,0.000196,0.000196,0.0
yellow,23.196866472270372,-25.61407523772481,0.0,0.000196,0.000196,0.0
yellow,23.986217685414136,-25.743452897315102,0.0,0.000196,0.000196,0.0
yellow,24.78200954788481,-25.823589765047327,0.0,0.000196,0.000196,0.0
yellow,25.58123261934844,-25.853341441902227,0.0,0.000196,0.000196,0.0
yellow,26.38070291374288,-25.83142887417809,0.0,0.000196,0.000196,0.0
yellow,27.17699370335192,-25.756483418535296,0.0,0.000196,0.000196,0.0
yellow,27.966054342713754,-25.625568629679467,0.0,0.000196,0.000196,0.0
yellow,28.743303999077057,-25.437055631324434,0.0,0.000196,0.000196,0.0
yellow,29.504439056003772,-25.19173263259587,0.0,0.000196,0.000196,0.0
yellow,30.244812260274244,-24.889516733180105,0.0,0.000196,0.000196,0.0
yellow,30.96000321804377,-24.531583640666177,0.0,0.000196,0.000196,0.0
yellow,31.644979965342667,-24.118613240942768,0.0,0.000196,0.000196,0.0
yellow,32.30072441613387,-23.660625935544566,0.0,0.000196,0.000196,0.0
yellow,32.92840415508114,-23.164924255334277,0.0,0.000196,0.000196,0.0
yellow,33.52373943483268,-22.630889379026033,0.0,0.000196,0.000196,0.0
yellow,34.081016901658444,-22.057265706277963,0.0,0.000196,0.000196,0.0
yellow,34.593634372276576,-21.44332472328749,0.0,0.000196,0.000196,0.0
yellow,35.05843110844101,-20.792387846725383,0.0,0.000196,0.000196,0.0
yellow,35.48388097667749,-20.11506537535154,0.0,0.000196,0.000196,0.0
yellow,35.877444320264445,-19.418667045441264,0.0,0.000196,0.000196,0.0
yellow,36.2436417403358,-18.70751755753097,0.0,0.000196,0.000196,0.0
yellow,36.56652652038398,-17.97590904424429,0.0,0.000196,0.000196,0.0
yellow,36.82439071118026,-17.21886814990351,0.0,0.000196,0.000196,0.0
yellow,37.03773669209799,-16.44786425118171,0.0,0.000196,0.000196,0.0
yellow,37.2504185041245,-15.67665725348598,0.0,0.000196,0.000196,0.0
yellow,37.472765964251074,-14.908183643766497,0.0,0.000196,0.000196,0.0
yellow,37.70680077220437,-14.143190015531747,0.0,0.000196,0.000196,0.0
yellow,37.95185489441277,-13.38164769702415,0.0,0.000196,0.000196,0.0
yellow,38.18293521154731,-12.615799077690587,0.0,0.000196,0.000196,0.0
yellow,38.37905367031044,-11.840274322256338,0.0,0.000196,0.000196,0.0
yellow,38.55973103044789,-11.060946585075094,0.0,0.000196,0.000196,0.0
yellow,38.742312459674025,-10.282061066517807,0.0,0.000196,0.000196,0.0
yellow,38.9282232121523,-9.503963333194546,0.0,0.000196,0.000196,0.0
yellow,39.11713268475868,-8.726588050371781,0.0,0.000196,0.000196,0.0
yellow,39.308711905119864,-7.949866272463056,0.0,0.000196,0.000196,0.0
yellow,39.50263341117553,-7.173725861480397,0.0,0.000196,0.000196,0.0
yellow,39.69857100606192,-6.398091868839935,0.0,0.000196,0.000196,0.0
yellow,39.89619991624026,-5.622887016089125,0.0,0.000196,0.000196,0.0
yellow,40.09519666973569,-4.848032103092893,0.0,0.000196,0.000196,0.0
yellow,40.29523882341984,-4.073446373684869,0.0,0.000196,0.000196,0.0
yellow,40.496004944396525,-3.2990479430220883,0.0,0.000196,0.000196,0.0
yellow,40.697174476242104,-2.524754192511544,0.0,0.000196,0.000196,0.0
yellow,40.898427522960844,-1.7504821404896886,0.0,0.000196,0.000196,0.0
yellow,41.099444816406255,-0.9761488577310133,0.0,0.000196,0.000196,0.0
yellow,41.29994827404573,-0.20168237763133995,0.0,0.000196,0.000196,0.0
yellow,41.4998973175076,0.5729274279377112,0.0,0.000196,0.000196,0.0
yellow,41.69935446522815,1.3476640436456,0.0,0.000196,0.000196,0.0
yellow,41.898384517084125,2.122510494072049,0.0,0.000196,0.000196,0.0
yellow,42.097052208059935,2.89744993480438,0.0,0.000196,0.000196,0.0
yellow,42.29542249235814,3.672465562173813,0.0,0.000196,0.000196,0.0
yellow,42.49356027392639,4.447540665052465,0.0,0.000196,0.000196,0.0
yellow,42.69153061100455,5.222658555165853,0.0,0.000196,0.000196,0.0
yellow,42.889398527237745,5.997802597996893,0.0,0.000196,0.000196,0.0
yellow,43.08722906627559,6.772956181361152,0.0,0.000196,0.000196,0.0
yellow,43.28508728275121,7.548102700298337,0.0,0.000196,0.000196,0.0
yellow,43.4830383730279,8.32322550622979,0.0,0.000196,0.000196,0.0
yellow,43.681147337580406,9.098307975674189,0.0,0.000196,0.000196,0.0
yellow,43.87947816856141,9.873333701000172,0.0,0.000196,0.000196,0.0
yellow,44.078065808142796,10.648293662706592,0.0,0.000196,0.000196,0.0
yellow,44.276910703305276,11.423187655891374,0.0,0.000196,0.000196,0.0
yellow,44.47601008740881,12.198016300422351,0.0,0.000196,0.000196,0.0
yellow,44.67536128600832,12.972780195362622,0.0,0.000196,0.000196,0.0
yellow,44.874961554483896,13.74747996059342,0.0,0.000196,0.000196,0.0
yellow,45.07480816827526,14.522116213635776,0.0,0.000196,0.000196,0.0
yellow,45.27489846641349,15.296689558314993,0.0,0.000196,0.000196,0.0
yellow,45.47522970105544,16.071200623603296,0.0,0.000196,0.000196,0.0
yellow,45.675799225499894,16.845650014998448,0.0,0.000196,0.000196,0.0
yellow,45.87660442441391,17.620038332442565,0.0,0.000196,0.000196,0.0
yellow,46.07764255643149,18.39436621112528,0.0,0.000196,0.000196,0.0
yellow,46.2789110308828,19.168634249700546,0.0,0.000196,0.000196,0.0
yellow,46.48040717452957,19.94284307075187,0.0,0.000196,0.000196,0.0
yellow,46.6821132127943,20.716997235236633,0.0,0.000196,0.000196,0.0
yellow,46.883960090691545,21.491114691888047,0.0,0.000196,0.000196,0.0
yellow,47.08586488803806,22.265217044770623,0.0,0.000196,0.000196,0.0
yellow,47.28774427303409,23.03932602513597,0.0,0.000196,0.000196,0.0
yellow,47.48951523560076,23.813463271613582,0.0,0.000196,0.000196,0.0
yellow,47.6910947550801,24.58765038835192,0.0,0.000196,0.000196,0.0
yellow,47.89239982928723,25.361908908914664,0.0,0.000196,0.000196,0.0
yellow,48.09334762626827,26.136260228493256,0.0,0.000196,0.000196,0.0
yellow,48.29385563386927,26.91072553710613,0.0,0.000196,0.000196,0.0
yellow,48.49384141217706,27.685325856233558,0.0,0.000196,0.000196,0.0
yellow,48.69322262540928,28.46008200282199,0.0,0.000196,0.000196,0.0
yellow,48.89191747759897,29.235014450074157,0.0,0.000196,0.000196,0.0
yellow,49.0898441764547,30.010143439035478,0.0,0.000196,0.000196,0.0
yellow,49.283203602698556,30.786408970566725,0.0,0.000196,0.000196,0.0
yellow,49.431032470112925,31.57211930193004,0.0,0.000196,0.000196,0.0
yellow,49.48534331295392,32.36930775117597,0.0,0.000196,0.000196,0.0
yellow,49.43019248183747,33.16697551980487,0.0,0.000196,0.000196,0.0
yellow,49.29774971698735,33.95543001371574,0.0,0.000196,0.000196,0.0
