tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,1.728838683041446,-0.8848273791681543,0.0,0.000196,0.000196,0.0
yellow,2.522278237714006,-0.782584295269205,0.0,0.000196,0.000196,0.0
yellow,3.3157760470330646,-0.6807942798906966,0.0,0.000196,0.000196,0.0
yellow,4.109330127455784,-0.57944387125802,0.0,0.000196,0.000196,0.0
yellow,4.902935916632482,-0.47849915529561343,0.0,0.000196,0.000196,0.0
yellow,5.696589071240354,-0.3779275129131411,0.0,0.000196,0.000196,0.0
yellow,6.4902861395058595,-0.2777030056268192,0.0,0.000196,0.000196,0.0
yellow,7.284024230730661,-0.17780388870814295,0.0,0.000196,0.000196,0.0
yellow,8.07780043775212,-0.07820807794496097,0.0,0.000196,0.000196,0.0
yellow,8.871610110295075,0.02112065127514224,0.0,0.000196,0.000196,0.0
yellow,9.665449922520606,0.1202082220327439,0.0,0.000196,0.000196,0.0
yellow,10.459316564638144,0.21908061828101502,0.0,0.000196,0.000196,0.0
yellow,11.253207673093467,0.31775637621178965,0.0,0.000196,0.000196,0.0
yellow,12.047118848182013,0.41627055627026505,0.0,0.000196,0.000196,0.0
yellow,12.841046787603252,0.514649544304257,0.0,0.000196,0.000196,0.0
yellow,13.63498826205559,0.6129192455550361,0.0,0.000196,0.000196,0.0
yellow,14.428940255773153,0.7111039247153044,0.0,0.000196,0.000196,0.0
yellow,15.22289925838745,0.8092319125062343,0.0,0.000196,0.000196,0.0
yellow,16.016861888169785,0.9073305489775916,0.0,0.000196,0.000196,0.0
yellow,16.810824928457002,1.0054258630763182,0.0,0.000196,0.000196,0.0
yellow,17.60478512087009,1.1035442239749909,0.0,0.000196,0.000196,0.0
yellow,18.39873893134547,1.2017142113488681,0.0,0.000196,0.000196,0.0
yellow,19.19268325679633,1.2999608762231862,0.0,0.000196,0.000196,0.0
yellow,19.986614884562893,1.3983100955629877,0.0,0.000196,0.000196,0.0
yellow,20.780530575535938,1.4967878787653623,0.0,0.000196,0.000196,0.0
yellow,21.574429071992466,1.595404187395376,0.0,0.000196,0.000196,0.0
yellow,22.368319528237656,1.694085205973659,0.0,0.000196,0.000196,0.0
yellow,23.16221248905045,1.7927460711739647,0.0,0.000196,0.000196,0.0
yellow,23.956118341508677,1.8913031376839347,0.0,0.000196,0.000196,0.0
yellow,24.75004818756131,1.9896667203395633,0.0,0.000196,0.000196,0.0
yellow,25.544012948272925,2.0877480541592406,0.0,0.000196,0.000196,0.0
yellow,26.338022135794958,2.1854690421844647,0.0,0.000196,0.000196,0.0
yellow,27.132034097509248,2.283166591418706,0.0,0.000196,0.000196,0.0
yellow,27.9185785799138,2.425172192744687,0.0,0.000196,0.000196,0.0
yellow,28.662962422969926,2.7088688881684746,0.0,0.000196,0.000196,0.0
yellow,29.297135481564137,3.1897909978437644,0.0,0.000196,0.000196,0.0
